date,state,fips,cases,deaths
2022-08-01,Alabama,01,1424411,19891
2022-08-01,Alaska,02,281969,1270
2022-08-01,American Samoa,60,7471,33
2022-08-01,Arizona,04,2196429,30768
2022-08-01,Arkansas,05,904513,11719
2022-08-01,California,06,10713333,93651
2022-08-01,Colorado,08,1605858,13198
2022-08-01,Connecticut,09,854934,11102
2022-08-01,Delaware,10,294908,3024
2022-08-01,District of Columbia,11,162692,1364
2022-08-01,Florida,12,6815107,77734
2022-08-01,Georgia,13,2672527,37520
2022-08-01,Guam,66,56470,381
2022-08-01,Hawaii,15,317785,1568
2022-08-01,Idaho,16,479483,5040
2022-08-01,Illinois,17,3580187,38888
2022-08-01,Indiana,18,1832878,24106
2022-08-01,Iowa,19,818389,9782
2022-08-01,Kansas,20,835779,8992
2022-08-01,Kentucky,21,1485582,16397
2022-08-01,Louisiana,22,1381521,17587
2022-08-01,Maine,23,275997,2467
2022-08-01,Maryland,24,1181478,14984
2022-08-01,Massachusetts,25,1966919,21176
2022-08-01,Michigan,26,2672312,37428
2022-08-01,Minnesota,27,1590564,13293
2022-08-01,Mississippi,28,877784,12653
2022-08-01,Missouri,29,1584069,21123
2022-08-01,Montana,30,296939,3473
2022-08-01,Nebraska,31,515858,4366
2022-08-01,Nevada,32,826500,11221
2022-08-01,New Hampshire,33,338864,2628
2022-08-01,New Jersey,34,2599211,34270
2022-08-01,New Mexico,35,593026,8259
2022-08-01,New York,36,5821036,69628
2022-08-01,North Carolina,37,2983887,25493
2022-08-01,North Dakota,38,257331,2356
2022-08-01,Northern Mariana Islands,69,12720,38
2022-08-01,Ohio,39,2948242,39035
2022-08-01,Oklahoma,40,1124786,14576
2022-08-01,Oregon,41,852951,8130
2022-08-01,Pennsylvania,42,3090149,46205
2022-08-01,Puerto Rico,72,889015,4768
2022-08-01,Rhode Island,44,411141,3630
2022-08-01,South Carolina,45,1605165,18192
2022-08-01,South Dakota,46,250286,2956
2022-08-01,Tennessee,47,2148356,26756
2022-08-01,Texas,48,7471659,89517
2022-08-01,Utah,49,1010550,4900
2022-08-01,Vermont,50,137649,693
2022-08-01,Virgin Islands,78,21775,120
2022-08-01,Virginia,51,1962140,20938
2022-08-01,Washington,53,1740938,13697
2022-08-01,West Virginia,54,557371,7161
2022-08-01,Wisconsin,55,1782331,14936
2022-08-01,Wyoming,56,170031,1856
2022-08-02,Alabama,01,1424411,19891
2022-08-02,Alaska,02,281969,1270
2022-08-02,American Samoa,60,7471,33
2022-08-02,Arizona,04,2196429,30768
2022-08-02,Arkansas,05,905824,11728
2022-08-02,California,06,10757986,93734
2022-08-02,Colorado,08,1607949,13210
2022-08-02,Connecticut,09,856003,11130
2022-08-02,Delaware,10,295080,3026
2022-08-02,District of Columbia,11,162692,1364
2022-08-02,Florida,12,6815107,77734
2022-08-02,Georgia,13,2672527,37520
2022-08-02,Guam,66,56593,382
2022-08-02,Hawaii,15,317785,1568
2022-08-02,Idaho,16,479527,5041
2022-08-02,Illinois,17,3585277,38889
2022-08-02,Indiana,18,1832878,24106
2022-08-02,Iowa,19,818389,9782
2022-08-02,Kansas,20,835779,8992
2022-08-02,Kentucky,21,1485954,16397
2022-08-02,Louisiana,22,1383580,17606
2022-08-02,Maine,23,276449,2470
2022-08-02,Maryland,24,1185454,14995
2022-08-02,Massachusetts,25,1966919,21176
2022-08-02,Michigan,26,2684868,37491
2022-08-02,Minnesota,27,1590564,13293
2022-08-02,Mississippi,28,879183,12665
2022-08-02,Missouri,29,1584550,21131
2022-08-02,Montana,30,296985,3473
2022-08-02,Nebraska,31,515858,4366
2022-08-02,Nevada,32,826500,11221
2022-08-02,New Hampshire,33,338990,2628
2022-08-02,New Jersey,34,2602776,34290
2022-08-02,New Mexico,35,593758,8263
2022-08-02,New York,36,5825470,69689
2022-08-02,North Carolina,37,2984110,25493
2022-08-02,North Dakota,38,257331,2356
2022-08-02,Northern Mariana Islands,69,12720,38
2022-08-02,Ohio,39,2948242,39035
2022-08-02,Oklahoma,40,1124786,14576
2022-08-02,Oregon,41,854082,8160
2022-08-02,Pennsylvania,42,3090149,46205
2022-08-02,Puerto Rico,72,889405,4778
2022-08-02,Rhode Island,44,411453,3630
2022-08-02,South Carolina,45,1605165,18192
2022-08-02,South Dakota,46,250286,2956
2022-08-02,Tennessee,47,2148356,26756
2022-08-02,Texas,48,7485910,89544
2022-08-02,Utah,49,1010550,4900
2022-08-02,Vermont,50,137649,693
2022-08-02,Virgin Islands,78,21869,121
2022-08-02,Virginia,51,1965090,20969
2022-08-02,Washington,53,1740938,13697
2022-08-02,West Virginia,54,558300,7163
2022-08-02,Wisconsin,55,1784219,14942
2022-08-02,Wyoming,56,171322,1856
2022-08-03,Alabama,01,1424411,19891
2022-08-03,Alaska,02,285126,1270
2022-08-03,American Samoa,60,7766,33
2022-08-03,Arizona,04,2211463,30842
2022-08-03,Arkansas,05,906952,11736
2022-08-03,California,06,10764622,93782
2022-08-03,Colorado,08,1609289,13220
2022-08-03,Connecticut,09,857105,11130
2022-08-03,Delaware,10,295460,3026
2022-08-03,District of Columbia,11,163192,1364
2022-08-03,Florida,12,6834572,77823
2022-08-03,Georgia,13,2699050,37640
2022-08-03,Guam,66,56715,383
2022-08-03,Hawaii,15,321378,1589
2022-08-03,Idaho,16,480717,5050
2022-08-03,Illinois,17,3590316,38923
2022-08-03,Indiana,18,1837688,24113
2022-08-03,Iowa,19,822356,9817
2022-08-03,Kansas,20,842282,8991
2022-08-03,Kentucky,21,1486349,16397
2022-08-03,Louisiana,22,1385619,17616
2022-08-03,Maine,23,276699,2481
2022-08-03,Maryland,24,1186986,15006
2022-08-03,Massachusetts,25,1966919,21176
2022-08-03,Michigan,26,2692485,37534
2022-08-03,Minnesota,27,1590564,13293
2022-08-03,Mississippi,28,880758,12675
2022-08-03,Missouri,29,1585051,21131
2022-08-03,Montana,30,297038,3473
2022-08-03,Nebraska,31,518268,4370
2022-08-03,Nevada,32,830502,11257
2022-08-03,New Hampshire,33,339186,2631
2022-08-03,New Jersey,34,2606229,34307
2022-08-03,New Mexico,35,594632,8269
2022-08-03,New York,36,5828675,69697
2022-08-03,North Carolina,37,3016425,25697
2022-08-03,North Dakota,38,258226,2356
