date,state,fips,cases,deaths
2022-10-01,Alabama,01,1522879,20423
2022-10-01,Alaska,02,296491,1321
2022-10-01,American Samoa,60,8244,34
2022-10-01,Arizona,04,2271560,31370
2022-10-01,Arkansas,05,951892,12181
2022-10-01,California,06,11263827,96020
2022-10-01,Colorado,08,1661882,13516
2022-10-01,Connecticut,09,896893,11365
2022-10-01,Delaware,10,308713,3111
2022-10-01,District of Columbia,11,168514,1392
2022-10-01,Florida,12,7118498,81416
2022-10-01,Georgia,13,2821158,38717
2022-10-01,Guam,66,59546,402
2022-10-01,Hawaii,15,347333,1683
2022-10-01,Idaho,16,495979,5179
2022-10-01,Illinois,17,3768893,39698
2022-10-01,Indiana,18,1921993,24708
2022-10-01,Iowa,19,856096,10077
2022-10-01,Kansas,20,879022,9555
2022-10-01,Kentucky,21,1592745,16969
2022-10-01,Louisiana,22,1455290,18066
2022-10-01,Maine,23,290053,2582
2022-10-01,Maryland,24,1250304,15399
2022-10-01,Massachusetts,25,2050942,21706
2022-10-01,Michigan,26,2836167,38624
2022-10-01,Minnesota,27,1664797,13651
2022-10-01,Mississippi,28,927465,12912
2022-10-01,Missouri,29,1668502,21694
2022-10-01,Montana,30,310910,3520
2022-10-01,Nebraska,31,537466,4542
2022-10-01,Nevada,32,847528,11502
2022-10-01,New Hampshire,33,350353,2705
2022-10-01,New Jersey,34,2743341,34750
2022-10-01,New Mexico,35,618683,8569
2022-10-01,New York,36,6111750,71097
2022-10-01,North Carolina,37,3198866,26535
2022-10-01,North Dakota,38,269306,2411
2022-10-01,Northern Mariana Islands,69,13171,40
2022-10-01,Ohio,39,3143746,39856
2022-10-01,Oklahoma,40,1197762,14805
2022-10-01,Oregon,41,894776,8561
2022-10-01,Pennsylvania,42,3254503,47213
2022-10-01,Puerto Rico,72,991269,5154
2022-10-01,Rhode Island,44,425461,3669
2022-10-01,South Carolina,45,1708074,18365
2022-10-01,South Dakota,46,261371,3021
2022-10-01,Tennessee,47,2280546,27536
2022-10-01,Texas,48,7882610,91016
2022-10-01,Utah,49,1038696,5021
2022-10-01,Vermont,50,142443,719
2022-10-01,Virgin Islands,78,23154,123
2022-10-01,Virginia,51,2088708,21866
2022-10-01,Washington,53,1816546,14376
2022-10-01,West Virginia,54,600558,7416
2022-10-01,Wisconsin,55,1866640,15263
2022-10-01,Wyoming,56,176728,1894
2022-10-02,Alabama,01,1522879,20423
2022-10-02,Alaska,02,296491,1321
2022-10-02,American Samoa,60,8244,34
2022-10-02,Arizona,04,2271560,31370
2022-10-02,Arkansas,05,952004,12181
2022-10-02,California,06,11263827,96020
2022-10-02,Colorado,08,1661882,13516
2022-10-02,Connecticut,09,898073,11365
2022-10-02,Delaware,10,308713,3111
2022-10-02,District of Columbia,11,168514,1392
2022-10-02,Florida,12,7118498,81416
2022-10-02,Georgia,13,2821158,38717
2022-10-02,Guam,66,59546,402
2022-10-02,Hawaii,15,347333,1683
2022-10-02,Idaho,16,495979,5179
2022-10-02,Illinois,17,3768893,39698
2022-10-02,Indiana,18,1921993,24708
2022-10-02,Iowa,19,856096,10077
2022-10-02,Kansas,20,879022,9555
2022-10-02,Kentucky,21,1592816,16969
2022-10-02,Louisiana,22,1455290,18066
2022-10-02,Maine,23,290053,2582
2022-10-02,Maryland,24,1250304,15399
2022-10-02,Massachusetts,25,2050942,21706
2022-10-02,Michigan,26,2836167,38624
2022-10-02,Minnesota,27,1664797,13651
2022-10-02,Mississippi,28,927465,12912
2022-10-02,Missouri,29,1668502,21694
2022-10-02,Montana,30,310910,3520
2022-10-02,Nebraska,31,537466,4542
2022-10-02,Nevada,32,847528,11502
2022-10-02,New Hampshire,33,350353,2705
2022-10-02,New Jersey,34,2745094,34750
2022-10-02,New Mexico,35,618683,8569
2022-10-02,New York,36,6113898,71097
2022-10-02,North Carolina,37,3198866,26535
2022-10-02,North Dakota,38,269306,2411
2022-10-02,Northern Mariana Islands,69,13171,40
2022-10-02,Ohio,39,3143746,39856
2022-10-02,Oklahoma,40,1197762,14805
2022-10-02,Oregon,41,894776,8561
2022-10-02,Pennsylvania,42,3254503,47213
2022-10-02,Puerto Rico,72,991953,5154
2022-10-02,Rhode Island,44,425461,3669
2022-10-02,South Carolina,45,1708074,18365
2022-10-02,South Dakota,46,261371,3021
2022-10-02,Tennessee,47,2280546,27536
2022-10-02,Texas,48,7882610,91016
2022-10-02,Utah,49,1038696,5021
2022-10-02,Vermont,50,142443,719
2022-10-02,Virgin Islands,78,23154,123
2022-10-02,Virginia,51,2088708,21866
2022-10-02,Washington,53,1816546,14376
2022-10-02,West Virginia,54,600558,7416
2022-10-02,Wisconsin,55,1866640,15263
2022-10-02,Wyoming,56,176728,1894
2022-10-03,Alabama,01,1523890,20423
2022-10-03,Alaska,02,296491,1321
2022-10-03,American Samoa,60,8244,34
2022-10-03,Arizona,04,2271560,31370
2022-10-03,Arkansas,05,952123,12181
2022-10-03,California,06,11266268,96045
2022-10-03,Colorado,08,1662369,13519
2022-10-03,Connecticut,09,898338,11365
2022-10-03,Delaware,10,309189,3111
2022-10-03,District of Columbia,11,168514,1392
2022-10-03,Florida,12,7122146,81454
2022-10-03,Georgia,13,2821158,38717
2022-10-03,Guam,66,59560,402
2022-10-03,Hawaii,15,347333,1683
2022-10-03,Idaho,16,496246,5184
2022-10-03,Illinois,17,3772548,39718
2022-10-03,Indiana,18,1921993,24708
2022-10-03,Iowa,19,856645,10077
2022-10-03,Kansas,20,879001,9555
2022-10-03,Kentucky,21,1601118,17030
2022-10-03,Louisiana,22,1455900,18072
2022-10-03,Maine,23,290053,2582
2022-10-03,Maryland,24,1251116,15402
2022-10-03,Massachusetts,25,2050942,21706
2022-10-03,Michigan,26,2836167,38624
2022-10-03,Minnesota,27,1664797,13651
2022-10-03,Mississippi,28,927465,12912
2022-10-03,Missouri,29,1668965,21695
2022-10-03,Montana,30,310997,3522
2022-10-03,Nebraska,31,537466,4542
2022-10-03,Nevada,32,847687,11505
2022-10-03,New Hampshire,33,350878,2705
2022-10-03,New Jersey,34,2746261,34754
2022-10-03,New Mexico,35,619238,8572
2022-10-03,New York,36,6122102,71124
2022-10-03,North Carolina,37,3198866,26535
2022-10-03,North Dakota,38,269306,2422
2022-10-03,Northern Mariana Islands,69,13171,40
2022-10-03,Ohio,39,3143746,39856
2022-10-03,Oklahoma,40,1198836,14805
2022-10-03,Oregon,41,894776,8561
2022-10-03,Pennsylvania,42,3254818,47213
2022-10-03,Puerto Rico,72,992391,5155
2022-10-03,Rhode Island,44,425461,3669
2022-10-03,South Carolina,45,1708074,18365
2022-10-03,South Dakota,46,261371,3021
2022-10-03,Tennessee,47,2281538,27538
2022-10-03,Texas,48,7888216,91044
2022-10-03,Utah,49,1038696,5021
2022-10-03,Vermont,50,142443,719
2022-10-03,Virgin Islands,78,23154,123
2022-10-03,Virginia,51,2091192,21890
2022-10-03,Washington,53,1818990,14379
2022-10-03,West Virginia,54,601246,7426
2022-10-03,Wisconsin,55,1866640,15263
2022-10-03,Wyoming,56,176728,1894
2022-10-04,Alabama,01,1524549,20423
2022-10-04,Alaska,02,296491,1321
2022-10-04,American Samoa,60,8244,34
2022-10-04,Arizona,04,2271560,31370
2022-10-04,Arkansas,05,952469,12213
2022-10-04,California,06,11267236,96119
2022-10-04,Colorado,08,1664007,13522
2022-10-04,Connecticut,09,899205,11385
2022-10-04,Delaware,10,309265,3112
2022-10-04,District of Columbia,11,168614,1392
2022-10-04,Florida,12,7123858,81464
2022-10-04,Georgia,13,2821158,38717
2022-10-04,Guam,66,59560,402
2022-10-04,Hawaii,15,347333,1683
2022-10-04,Idaho,16,496268,5184
2022-10-04,Illinois,17,3774122,39732
2022-10-04,Indiana,18,1921993,24708
2022-10-04,Iowa,19,857128,10077
2022-10-04,Kansas,20,879019,9555
2022-10-04,Kentucky,21,1601168,17030
2022-10-04,Louisiana,22,1456295,18079
2022-10-04,Maine,23,290616,2584
2022-10-04,Maryland,24,1252630,15412
2022-10-04,Massachusetts,25,2050942,21706
2022-10-04,Michigan,26,2840530,38716
2022-10-04,Minnesota,27,1664797,13651
2022-10-04,Mississippi,28,929079,12928
2022-10-04,Missouri,29,1669267,21695
2022-10-04,Montana,30,310997,3522
2022-10-04,Nebraska,31,537466,4542
2022-10-04,Nevada,32,847877,11509
2022-10-04,New Hampshire,33,351047,2708
2022-10-04,New Jersey,34,2748202,34759
2022-10-04,New Mexico,35,619479,8578
2022-10-04,New York,36,6125135,71167
2022-10-04,North Carolina,37,3198866,26535
2022-10-04,North Dakota,38,269306,2422
2022-10-04,Northern Mariana Islands,69,13171,40
2022-10-04,Ohio,39,3143746,39856
2022-10-04,Oklahoma,40,1199697,14805
2022-10-04,Oregon,41,894776,8561
2022-10-04,Pennsylvania,42,3254818,47213
2022-10-04,Puerto Rico,72,992662,5157
2022-10-04,Rhode Island,44,425461,3669
2022-10-04,South Carolina,45,1712281,18390
2022-10-04,South Dakota,46,261371,3021
2022-10-04,Tennessee,47,2283147,27595
2022-10-04,Texas,48,7888580,91044
2022-10-04,Utah,49,1038696,5021
2022-10-04,Vermont,50,142443,719
2022-10-04,Virgin Islands,78,23187,123
2022-10-04,Virginia,51,2092383,21911
2022-10-04,Washington,53,1819383,14385
